category,variable,variable_label,test,test_statistic,p_value,significance,mean_cluster0,std_cluster0,z_score_cluster0,mean_cluster1,std_cluster1,z_score_cluster1
funding,p_adequatefunddummy_Not adequately funded,p_adequatefunddummy_Not adequately funded,t-test,-0.07706825605509565,,,0.15021459227467812,0.3576656050473954,-0.06326635478307936,0.19119878603945373,0.39354393427571843,0.0447376651425114
funding,p_adequatefunddummy_Adequately funded,p_adequatefunddummy_Adequately funded,t-test,0.07706825605509558,,,0.8497854077253219,0.3576656050473954,0.06326635478307914,0.8088012139605463,0.39354393427571843,-0.04473766514251154
program_structure,p_hourstrained_less 10 hours,p_hourstrained_less 10 hours,t-test,0.12223738005041909,,,0.04935622317596566,0.21684346897349163,0.10504095968002926,0.018209408194233688,0.13380954971616166,-0.07427782581319216
program_structure,p_hourstrained_10 - 49 hours,p_hourstrained_10 - 49 hours,t-test,0.3780508971175513,,,0.3261802575107296,0.46931796970142187,0.31256943281462524,0.11229135053110774,0.31596438965961926,-0.221027853856776
program_structure,p_hourstrained_50 - 99 hours,p_hourstrained_50 - 99 hours,t-test,0.08853572671839396,,,0.34334763948497854,0.47533661571745955,0.0735564738404578,0.2852807283763278,0.4518910335226758,-0.05201413779917048
program_structure,p_hourstrained_100 - 199 hours,p_hourstrained_100 - 199 hours,t-test,-0.3488702198204962,,,0.15879828326180256,0.36588066401235486,-0.27496002535697994,0.37025796661608495,0.48324048042720785,0.19443303765759118
program_structure,p_hourstrained_200 - 499 hours,p_hourstrained_200 - 499 hours,t-test,-0.14938655265610876,,,0.09227467811158799,0.2897243363204889,-0.120730277941139,0.16236722306525037,0.3690674750130247,0.0853722450995004
program_structure,p_hourstrained_greater 500 hours,p_hourstrained_greater 500 hours,t-test,-0.07705974204199764,,,0.030042918454935622,0.17088887882695325,-0.06243372831479149,0.051593323216995446,0.22137257311050434,0.044148888307576385
program_structure,p_duration_less 1 month,p_duration_less 1 month,t-test,0.10783574591460493,,,0.09656652360515021,0.29568403085511297,0.09104343871579298,0.05614567526555387,0.23037767991496216,-0.0643797305638233
program_structure,p_duration_2 - 6 months,p_duration_2 - 6 months,t-test,0.09015649300350645,,,0.6373390557939914,0.4812847958188773,0.07439819852057843,0.575113808801214,0.49470120309227267,-0.05260934827100087
program_structure,p_duration_7 - 12 months,p_duration_7 - 12 months,t-test,-0.17600614212714583,,,0.2017167381974249,0.40171306993666506,-0.14309491226146234,0.3095599393019727,0.4626633817760711,0.10118699410294599
program_structure,p_duration_ greater 12 months,p_duration_ greater 12 months,t-test,0.015250974715683879,,,0.06437768240343347,0.24568827844958419,0.01268228066926231,0.05918057663125948,0.2361415959985898,-0.008968046725153622
program_structure,p_comphours_Entirely compensated hours,p_comphours_Entirely compensated hours,t-test,0.0237890826673196,,,0.6609442060085837,0.4738975538067187,0.019695525202806815,0.644916540212443,0.4789020979987945,-0.013927336486355099
program_structure,p_comphours_Partly compensated hours,p_comphours_Partly compensated hours,t-test,-0.03201282363043432,,,0.3111587982832618,0.46346514930612476,-0.026486495197596393,0.3323216995447648,0.47140343365738907,0.018729448804370254
program_structure,p_comphours_Uncompensated hours,p_comphours_Uncompensated hours,t-test,0.023091772788538932,,,0.027896995708154508,0.16485470341566436,0.01930057917449697,0.02276176024279211,0.14925638167820118,-0.0136480575042725
program_design,p_advocacy_Board of Directors,p_advocacy_Board of Directors,t-test,0.06380185751136212,,,0.08583690987124463,0.28042411660263117,0.05350640471572471,0.0622154779969651,0.24172997759917556,-0.037836091953759775
program_design,p_advocacy_C-Suite Leaders excluding HR,p_advocacy_C-Suite Leaders excluding HR,t-test,0.024898857807739417,,,0.2145922746781116,0.4109803975446974,0.020678444886233452,0.20030349013657056,0.4005314465415312,-0.014622390465834273
program_design,p_advocacy_HR Leaders,p_advocacy_HR Leaders,t-test,-0.21598921452045208,,,0.4270386266094421,0.4951795879387882,-0.17704085845999334,0.5781487101669196,0.49423014559842726,0.1251912595483414
program_design,p_advocacy_Business Unit/Subsidiary/Function Leaders,p_advocacy_Business Unit/Subsidiary/Function Leaders,t-test,0.040577192905297634,,,0.09012875536480687,0.2866738894114277,0.033872257843178114,0.07435508345978756,0.2625471470483108,-0.023952158049955964
program_design,p_advocacy_Middle Managers and/or front-line supervisors,p_advocacy_Middle Managers and/or front-line supervisors,t-test,0.17844235305839667,,,0.13304721030042918,0.33999074295232823,0.15129687264366495,0.05918057663125948,0.2361415959985898,-0.10698686290128662
program_design,p_advocacy_Employees (salaried and/or hourly wage),p_advocacy_Employees (salaried and/or hourly wage),t-test,0.0717046654804117,,,0.03648068669527897,0.1876844086774464,0.06088897592742726,0.019726858877086494,0.13916572326842383,-0.04305654443426573
program_design,p_advocacy_Unclear who is the primary advocate,p_advocacy_Unclear who is the primary advocate,t-test,0.04966337100381248,,,0.012875536480686695,0.11285871633091572,0.04245509628072342,0.006069802731411229,0.07773113185060163,-0.03002135791626269
program_design,p_advocacy_hier_Top Management,p_advocacy_hier_Top Management,t-test,0.05960545636679137,,,0.30042918454935624,0.4589373283123452,0.04953342851812781,0.26251896813353565,0.4403373577399788,-0.0350266732768551
program_design,p_advocacy_hier_HR,p_advocacy_hier_HR,t-test,-0.21598921452045208,,,0.4270386266094421,0.4951795879387882,-0.17704085845999334,0.5781487101669196,0.49423014559842726,0.1251912595483414
program_design,p_advocacy_hier_BU and Middle Management,p_advocacy_hier_BU and Middle Management,t-test,0.166566741525837,,,0.22317596566523606,0.41682285134047425,0.13950963455735205,0.13353566009104703,0.34041111813441943,-0.09865172944419733
program_design,p_advocacy_hier_Employees and Others,p_advocacy_hier_Employees and Others,t-test,0.08768539200262301,,,0.04935622317596566,0.21684346897349163,0.07449285999395781,0.025796661608497723,0.15864862798678872,-0.052676286429718285
program_design,p_responsibility_Board of Directors,p_responsibility_Board of Directors,t-test,-0.006662248514281104,,,0.045064377682403435,0.20766830494531227,-0.005511986382654575,0.04704097116843703,0.21188734280078408,0.0038977020551093427
program_design,p_responsibility_C-Suite Leaders_ excluding HR,p_responsibility_C-Suite Leaders_ excluding HR,t-test,-0.20637818164027794,,,0.12660944206008584,0.33289231982553724,-0.16594556213848904,0.23823975720789076,0.4263301340025164,0.11734542026788454
program_design,p_responsibility_HR Leaders,p_responsibility_HR Leaders,t-test,-0.016686948960158158,,,0.51931330472103,0.5001638016797855,-0.013830725623895741,0.5311077389984825,0.4994104295351337,0.009780148923725704
program_design,p_responsibility_Business Unit/Subsidiary/Function Leaders,p_responsibility_Business Unit/Subsidiary/Function Leaders,t-test,0.0298445160247203,,,0.11158798283261803,0.3151972411753067,0.024846347763744978,0.09863429438543247,0.2983968585710755,-0.017569648039309754
program_design,p_responsibility_Middle Managers and/or front-line supervisors,p_responsibility_Middle Managers and/or front-line supervisors,t-test,0.2358607467576065,,,0.17167381974248927,0.3775019601760712,0.19968396282592318,0.06525037936267071,0.24715473196160107,-0.14120292363714754
program_design,p_responsibility_Employees (salaried and/or hourly wage),p_responsibility_Employees (salaried and/or hourly wage),t-test,0.002603464445579599,,,0.017167381974248927,0.13003441185743755,0.00216032688057974,0.01669195751138088,0.12821185727363293,-0.0015276363070563753
program_design,p_responsibility_Internal Academy,p_responsibility_Internal Academy,t-test,0.05161139713558472,,,0.008583690987124463,0.0923488621239841,0.04460667990132205,0.0030349013657056147,0.05504806130645909,-0.0315428115842429
program_design,p_responsibility_hier_Top Management,p_responsibility_hier_Top Management,t-test,-0.19293878157407685,,,0.17167381974248927,0.3775019601760712,-0.1561490129794763,0.2852807283763278,0.4518910335226758,0.11041796668958417
program_design,p_responsibility_hier_HR,p_responsibility_hier_HR,t-test,-0.016686948960158158,,,0.51931330472103,0.5001638016797855,-0.013830725623895741,0.5311077389984825,0.4994104295351337,0.009780148923725704
program_design,p_responsibility_hier_BU and Middle Management,p_responsibility_hier_BU and Middle Management,t-test,0.2045208908044347,,,0.2832618025751073,0.4510666976408419,0.17062245327768868,0.1638846737481032,0.3704520676147015,-0.12065259973809246
program_design,p_responsibility_hier_Employees and Others,p_responsibility_hier_Employees and Others,t-test,0.02855462412626837,,,0.02575107296137339,0.1585619998440522,0.02392909970067118,0.019726858877086494,0.13916572326842383,-0.016921032565269774
targeting,p_criteria_other,Criteria - Other,t-test,,,,0.0,0.0,0.0,0.0,0.0,0.0
targeting,p_targetemp_c_Not Selected,p_targetemp_c_Not Selected,t-test,0.4599667069814532,,,0.9334763948497854,0.24946294245168432,0.34841482071853647,0.6919575113808801,0.4620349050787425,-0.246375275348768
targeting,p_targetemp_c_Selected,p_targetemp_c_Selected,t-test,-0.4599667069814532,,,0.06652360515021459,0.24946294245168432,-0.34841482071853663,0.30804248861911987,0.4620349050787425,0.24637527534876794
targeting,p_targetemp_bul_Not Selected,p_targetemp_bul_Not Selected,t-test,0.7981125477568612,,,0.7832618025751072,0.41246555297052545,0.5742865820220668,0.2928679817905918,0.4554240475554813,-0.40609642977584703
targeting,p_targetemp_bul_Selected,p_targetemp_bul_Selected,t-test,-0.7981125477568614,,,0.2167381974248927,0.4124655529705254,-0.574286582022067,0.7071320182094082,0.4554240475554813,0.40609642977584703
targeting,p_targetemp_mm_Not Selected,p_targetemp_mm_Not Selected,t-test,0.12339875131885293,,,0.3111587982832618,0.46346514930612476,0.10268524812812888,0.2336874051593323,0.4234970557622629,-0.07261202674917763
targeting,p_targetemp_mm_Selected,p_targetemp_mm_Selected,t-test,-0.12339875131885288,,,0.6888412017167382,0.46346514930612476,-0.10268524812812875,0.7663125948406677,0.4234970557622629,0.07261202674917769
targeting,p_targetemp_emp_Not Selected,p_targetemp_emp_Not Selected,t-test,-0.35583832471118765,,,0.21244635193133046,0.40947858572757945,-0.28190429757186825,0.44157814871016693,0.49695235123723375,0.1993435548839007
targeting,p_targetemp_emp_Selected,p_targetemp_emp_Selected,t-test,0.3558383247111876,,,0.7875536480686696,0.40947858572757945,0.2819042975718683,0.5584218512898331,0.49695235123723375,-0.1993435548839006
targeting,p_targetfunc_leg_Not Selected,p_targetfunc_leg_Not Selected,t-test,0.212809619227866,,,0.9399141630901288,0.23790120189585345,0.16901138320709802,0.8482549317147192,0.3590461298508864,-0.11951336050759917
targeting,p_targetfunc_leg_Selected,p_targetfunc_leg_Selected,t-test,-0.21280961922786587,,,0.060085836909871244,0.23790120189585345,-0.16901138320709808,0.15174506828528073,0.3590461298508864,0.1195133605075989
targeting,p_targetfunc_hr_Not Selected,p_targetfunc_hr_Not Selected,t-test,0.6022918517544457,,,0.6802575107296137,0.46687791477971946,0.4612281061548804,0.2883156297420334,0.45332280538261027,-0.32614916156020374
targeting,p_targetfunc_hr_Selected,p_targetfunc_hr_Selected,t-test,-0.6022918517544457,,,0.3197424892703863,0.46687791477971946,-0.4612281061548804,0.7116843702579666,0.45332280538261027,0.32614916156020374
targeting,p_targetfunc_adm_Not Selected,p_targetfunc_adm_Not Selected,t-test,-0.03973831618835472,,,0.6502145922746781,0.47741458401887915,-0.032977906285248416,0.6767830045523521,0.4680600524717254,0.023319733427808464
targeting,p_targetfunc_adm_Selected,p_targetfunc_adm_Selected,t-test,0.03973831618835481,,,0.3497854077253219,0.47741458401887915,0.032977906285248534,0.3232169954476479,0.4680600524717254,-0.023319733427808464
targeting,p_targetfunc_it_Not Selected,p_targetfunc_it_Not Selected,t-test,0.38410128570964763,,,0.6609442060085837,0.47389755380671866,0.30667594118859015,0.3990895295902883,0.49008319763535013,-0.2168603772289574
targeting,p_targetfunc_it_Selected,p_targetfunc_it_Selected,t-test,-0.3841012857096475,,,0.33905579399141633,0.4738975538067187,-0.30667594118859004,0.6009104704097117,0.49008319763535013,0.2168603772289574
targeting,p_targetfunc_op_Not Selected,p_targetfunc_op_Not Selected,t-test,-0.27803384867947684,,,0.3927038626609442,0.4888766872534284,-0.2260623913985031,0.5857359635811836,0.49296867299012015,0.15985595507086872
targeting,p_targetfunc_op_Selected,p_targetfunc_op_Selected,t-test,0.2780338486794767,,,0.6072961373390557,0.4888766872534285,0.22606239139850298,0.4142640364188164,0.49296867299012015,-0.15985595507086872
targeting,p_targetfunc_mrksal_Not Selected,p_targetfunc_mrksal_Not Selected,t-test,0.09867434186799764,,,0.6416309012875536,0.48003664850016603,0.08137452014882139,0.5735963581183612,0.49492957441855595,-0.05754252866365809
targeting,p_targetfunc_mrksal_Selected,p_targetfunc_mrksal_Selected,t-test,-0.09867434186799773,,,0.3583690987124464,0.48003664850016603,-0.08137452014882131,0.4264036418816389,0.494929574418556,0.057542528663658325
targeting,p_targetfunc_rd_Not Selected,p_targetfunc_rd_Not Selected,t-test,0.22595039089358515,,,0.9206008583690987,0.270651272509644,0.17978563878155132,0.8133535660091047,0.3899233979386985,-0.12713218159666603
targeting,p_targetfunc_rd_Selected,p_targetfunc_rd_Selected,t-test,-0.2259503908935852,,,0.07939914163090128,0.270651272509644,-0.1797856387815514,0.18664643399089528,0.38992339793869846,0.12713218159666603
targeting,p_targetfunc_accfin_Not Selected,p_targetfunc_accfin_Not Selected,t-test,0.20174001801811317,,,0.7639484978540773,0.425110573254021,0.1638530639629934,0.6342943854324734,0.481993307488672,-0.11586574780994664
targeting,p_targetfunc_accfin_Selected,p_targetfunc_accfin_Selected,t-test,-0.2017400180181131,,,0.23605150214592274,0.425110573254021,-0.1638530639629933,0.36570561456752654,0.481993307488672,0.11586574780994664
targeting,p_targetfunc_cust_Not Selected,p_targetfunc_cust_Not Selected,t-test,-0.1269678149390085,,,0.5793991416309013,0.4941860512464647,-0.10523267731126085,0.6661608497723824,0.47194125862826336,0.07441339548869137
targeting,p_targetfunc_cust_Selected,p_targetfunc_cust_Selected,t-test,0.1269678149390085,,,0.4206008583690987,0.4941860512464647,0.10523267731126096,0.3338391502276176,0.4719412586282633,-0.07441339548869126
other,p_participated_Fewer than 50,p_participated_Fewer than 50,t-test,0.46836148266795125,,,0.23605150214592274,0.425110573254021,0.3931818191412718,0.024279210925644917,0.15403159894298524,-0.2780314532926141
other,p_participated_50 - 99,p_participated_50 - 99,t-test,0.5209401590253272,,,0.3905579399141631,0.48839974579181583,0.42121029811827815,0.09408194233687406,0.2921644402464987,-0.29785128819896445
other,p_participated_100 - 499,p_participated_100 - 499,t-test,-0.290939050138984,,,0.23390557939914164,0.4237677692420381,-0.23338206666162487,0.4233687405159332,0.4944680624020578,0.16503193181231732
other,p_participated_500 - 999,p_participated_500 - 999,t-test,-0.3161802301633812,,,0.08583690987124463,0.2804241166026311,-0.24774313256746616,0.2488619119878604,0.432682040741149,0.17518710132995324
other,p_participated_1000 - 9999,p_participated_1000 - 9999,t-test,-0.2870744958152666,,,0.04721030042918455,0.21231632613929127,-0.22389524081830586,0.17147192716236723,0.3772071263324791,0.15832349350733016
other,p_participated_10000 - 49999,p_participated_10000 - 49999,t-test,-0.11488827975020922,,,0.006437768240343348,0.08006296843471664,-0.09031347864639283,0.027314112291350532,0.16312090160105905,0.06386355242673604
other,p_participated_2023_Fewer than 50,p_participated_2023_Fewer than 50,t-test,0.304073214536933,,,0.11802575107296137,0.3229853476851963,0.2638243537166526,0.013657056145675266,0.11615081966934879,-0.18655864769644936
